| Idx | Short Name                                         | Start (ns)       | End (ns)         | Duration (ns) | Stream | Category        | Grid       | Block      | Regs/Thr | ShMem (B) | Comm Algorithm              | Comm Size Hint                    | Xfer Bytes | Xfer Kind | Full Name                                                                                                                                                                                                |
| 74  | _ZN7cutlass13device_kernelIN10flashinfer4gemm58... | 3519584432866240 | 3519584432875776 | 9536          | 5644   | compute_kernel  | (2,4,1)    | (256,1,1)  | 89       | 218112    |                             |                                   |            |           | _ZN7cutlass13device_kernelIN10flashinfer4gemm58DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_2_4_1_2SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collect... |
| 75  | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat... | 3519584432867808 | 3519584432870112 | 2304          | 23     | compute_kernel  | (1,2,1)    | (512,1,1)  | 32       | 0         |                             |                                   |            |           | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, false>(int, int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                          |
| 76  | void at::native::vectorized_elementwise_kernel<... | 3519584432870592 | 3519584432872064 | 1472          | 23     | compute_kernel  | (1,1,1)    | (128,1,1)  | 32       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_c... |
| 77  | void moe::dev::routing::routingCustom::routingI... | 3519584432872192 | 3519584432879584 | 7392          | 23     | compute_kernel  | (1,1,1)    | (384,1,1)  | 40       | 4768      |                             |                                   |            |           | void moe::dev::routing::routingCustom::routingIndicesBlockKernel<moe::dev::routing::routingCustom::KernelParams<float, __nv_bfloat16, 384, 8, moe::dev::routing::TopKExpertSelect<moe::dev::routing::... |
| 78  | triton_poi_fused_mul_silu_slice_0                  | 3519584432876224 | 3519584432878496 | 2272          | 5644   | compute_kernel  | (2,1,1)    | (128,1,1)  | 16       | 0         |                             |                                   |            |           | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
| 79  | void at::native::vectorized_elementwise_kernel<... | 3519584432878944 | 3519584432880321 | 1377          | 5644   | compute_kernel  | (1,1,1)    | (128,1,1)  | 16       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)                                      |
| 80  | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x51... | 3519584432880000 | 3519584432889536 | 9536          | 23     | compute_kernel  | (4,8,1)    | (512,1,1)  | 128      | 202240    |                             |                                   |            |           | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512u2_s5_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schedS_biasFp32M_bN_ldgsts_ldgstsSf_rgTma_clmp_swiGlu_dynB_sm100f                                 |
| 81  | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... | 3519584432881088 | 3519584432882720 | 1632          | 5644   | compute_kernel  | (128,1,1)  | (32,1,1)   | 32       | 0         |                             |                                   |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
| 82  | _ZN7cutlass13device_kernelIN10flashinfer4gemm58... | 3519584432882880 | 3519584432888384 | 5504          | 5644   | compute_kernel  | (2,56,1)   | (256,1,1)  | 89       | 218112    |                             |                                   |            |           | _ZN7cutlass13device_kernelIN10flashinfer4gemm58DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_2_4_1_2SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collect... |
| 83  | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256... | 3519584432885696 | 3519584432893600 | 7904          | 23     | compute_kernel  | (56,8,1)   | (512,1,1)  | 128      | 124752    |                             |                                   |            |           | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s6_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_rgTma_clmp_dynB_sm100f                                                     |
| 84  | void moe::dev::finalize::finalizeKernel<moe::de... | 3519584432892288 | 3519584432896224 | 3936          | 23     | compute_kernel  | (28,1,1)   | (256,1,1)  | 32       | 0         |                             |                                   |            |           | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, 4, true> >(moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16... |
| 85  | triton_poi_fused_add_mul_0                         | 3519584432896801 | 3519584432898464 | 1663          | 23     | compute_kernel  | (7,1,1)    | (128,1,1)  | 26       | 0         |                             |                                   |            |           | triton_poi_fused_add_mul_0                                                                                                                                                                               |
| 86  | void flashinfer::trtllm_allreduce_fusion::allre... | 3519584432898464 | 3519584432906880 | 8416          | 23     | communication   | (4,1,1)    | (224,1,1)  | 62       | 136       | flashinfer_allreduce_fusion |                                   |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
| 87  | void fused_a_gemm_kernel<1, 2112, 7168, 16, 8, ... | 3519584432907424 | 3519584432914816 | 7392          | 23     | compute_kernel  | (132,1,1)  | (256,1,1)  | 48       | 197632    |                             |                                   |            |           | void fused_a_gemm_kernel<1, 2112, 7168, 16, 8, 256, 16>(__nv_bfloat16*, __nv_bfloat16 const*, __nv_bfloat16 const*, int)                                                                                 |
| 88  | triton_poi_fused_1                                 | 3519584432915136 | 3519584432916864 | 1728          | 23     | compute_kernel  | (1,1,1)    | (128,1,1)  | 47       | 0         |                             |                                   |            |           | triton_poi_fused_1                                                                                                                                                                                       |
| 89  | triton_red_fused_2                                 | 3519584432917185 | 3519584432919873 | 2688          | 23     | compute_kernel  | (2,1,1)    | (512,1,1)  | 26       | 8192      |                             |                                   |            |           | triton_red_fused_2                                                                                                                                                                                       |
| 90  | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN           | 3519584432919841 | 3519584432925728 | 5887          | 23     | compute_kernel  | (96,1,1)   | (256,1,1)  | 255      | 172552    |                             |                                   |            |           | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                 |
